,loss_tr,loss_val,score_tr,score_val
0,0.5436973571777344,0.6244105100631714,0.2450000077486038,0.2640000104904175
1,0.5013225674629211,0.5756166577339172,0.2640000060200691,0.22200000882148743
2,0.4911741316318512,0.5733009576797485,0.35300001204013826,0.3600000083446503
3,0.47549206018447876,0.7764116525650024,0.43100002110004426,0.3760000169277191
4,0.4689144194126129,0.45119795203208923,0.4780000239610672,0.5060000240802764
5,0.4536314904689789,0.3735780119895935,0.5450000196695328,0.5240000188350677
6,0.44778764247894287,0.37782055139541626,0.5210000291466713,0.5460000216960907
7,0.4454806447029114,0.3703981041908264,0.5420000195503235,0.54000004529953
8,0.44244974851608276,0.328665167093277,0.5500000208616257,0.5180000185966491
9,0.4381442368030548,0.4228636622428894,0.5210000216960907,0.514000016450882
10,0.43402811884880066,0.33579111099243164,0.5160000115633011,0.5380000233650207
11,0.4307466149330139,0.36131274700164795,0.510000005364418,0.49200001955032346
12,0.4308291971683502,0.3241369128227234,0.5630000174045563,0.5100000023841857
13,0.4273681938648224,0.35326018929481506,0.5270000100135803,0.5020000040531158
14,0.42497313022613525,0.34527137875556946,0.5320000350475311,0.5240000009536743
15,0.42093679308891296,0.3239998519420624,0.545000034570694,0.5460000336170197
16,0.41840803623199463,0.3453672528266907,0.5440000295639038,0.5380000174045563
17,0.41727322340011597,0.34580710530281067,0.5540000259876251,0.5120000123977662
18,0.4159736931324005,0.29267916083335876,0.571000012755394,0.5759999990463257
19,0.41186589002609253,0.3334389328956604,0.5280000180006027,0.54200000166893
20,0.409476101398468,0.3435623049736023,0.580000039935112,0.5280000329017639
21,0.40772220492362976,0.2887493073940277,0.5550000160932541,0.5460000216960907
22,0.40732523798942566,0.3531588613986969,0.5590000301599503,0.5600000321865082
23,0.40866631269454956,0.2928180694580078,0.5860000193119049,0.5760000228881836
24,0.4051734507083893,0.28389060497283936,0.5540000259876251,0.5300000250339508
25,0.40484142303466797,0.2801862359046936,0.5560000151395798,0.5380000174045563
26,0.4008904993534088,0.30619102716445923,0.5480000138282776,0.5600000262260437
27,0.3966139256954193,0.3239295184612274,0.5650000363588333,0.5780000209808349
28,0.39253851771354675,0.32888978719711304,0.5820000261068344,0.5400000274181366
29,0.39247727394104004,0.2894333004951477,0.5840000241994858,0.6100000262260437
30,0.39143145084381104,0.33254551887512207,0.5890000283718109,0.5920000195503234
31,0.39073166251182556,0.263294517993927,0.6400000214576721,0.5980000257492065
32,0.384737491607666,0.31647810339927673,0.6080000400543213,0.6100000202655792
33,0.3824160397052765,0.3070911467075348,0.611000019311905,0.5960000395774842
34,0.382680743932724,0.3022609055042267,0.5740000158548355,0.5340000212192535
35,0.3816688060760498,0.26090726256370544,0.6310000330209732,0.6240000307559967
36,0.3786802589893341,0.2797698378562927,0.6220000207424163,0.6060000061988831
37,0.3757222890853882,0.27002817392349243,0.6140000462532044,0.5539999961853027
38,0.371924489736557,0.31213489174842834,0.6810000360012054,0.6520000219345092
39,0.3713553547859192,0.28935736417770386,0.6420000195503235,0.6080000281333924
40,0.37208661437034607,0.29290395975112915,0.5650000214576721,0.5160000205039978
41,0.3659941256046295,0.25030815601348877,0.6870000243186951,0.6360000133514404
42,0.36181408166885376,0.2826710343360901,0.6970000088214874,0.6780000329017639
43,0.367380827665329,0.3028276860713959,0.6490000188350677,0.6120000362396241
44,0.36559903621673584,0.20175722241401672,0.5800000220537186,0.5660000503063202
45,0.3686613440513611,0.24120600521564484,0.6510000497102737,0.650000023841858
46,0.3608854413032532,0.24526481330394745,0.645000022649765,0.6480000257492066
47,0.3537306785583496,0.2689012587070465,0.6480000197887421,0.6060000419616699
48,0.3530227839946747,0.2677033245563507,0.7250000417232514,0.712000036239624
49,0.3549250066280365,0.25152403116226196,0.6720000326633453,0.6720000267028808
50,0.3534318804740906,0.24241134524345398,0.6920000314712524,0.670000034570694
51,0.3475136160850525,0.2645736634731293,0.7190000236034393,0.6720000386238099
52,0.344735711812973,0.24885395169258118,0.6970000326633453,0.5980000257492065
53,0.3446280062198639,0.25295594334602356,0.7300000190734863,0.7140000104904175
54,0.343522310256958,0.246908038854599,0.7440000236034393,0.734000027179718
55,0.34080496430397034,0.25597405433654785,0.6670000314712524,0.5700000107288361
56,0.3426571488380432,0.23007026314735413,0.6630000293254852,0.6240000367164612
57,0.33715587854385376,0.2578885555267334,0.7280000209808349,0.6900000214576721
58,0.33259350061416626,0.2532753646373749,0.7830000221729279,0.7440000176429749
59,0.3266930878162384,0.2475893497467041,0.7900000214576721,0.7420000314712525
60,0.32344120740890503,0.24691136181354523,0.7360000312328339,0.650000023841858
61,0.3218143880367279,0.24263408780097961,0.8000000417232513,0.7480000019073486
62,0.320921927690506,0.2155698835849762,0.8170000672340393,0.7700000643730164
63,0.32677769660949707,0.23686642944812775,0.7710000395774841,0.7380000233650208
64,0.3269902467727661,0.2596272826194763,0.7190000116825104,0.6740000367164611
65,0.3245890736579895,0.22696328163146973,0.7030000269412995,0.6180000126361846
66,0.3188543915748596,0.22602733969688416,0.8190000295639038,0.7520000338554382
67,0.3134017884731293,0.22590085864067078,0.8430000364780426,0.7680000185966491
68,0.31537631154060364,0.21389003098011017,0.7880000293254852,0.7160000205039978
69,0.31260502338409424,0.22407451272010803,0.8070000410079956,0.762000036239624
70,0.30945131182670593,0.22748520970344543,0.8400000333786011,0.7300000190734863
71,0.30715906620025635,0.22814884781837463,0.8330000579357147,0.7580000042915345
72,0.3076133728027344,0.2044685333967209,0.814000028371811,0.7060000181198121
73,0.30602097511291504,0.19071544706821442,0.8150000274181366,0.706000006198883
74,0.2987026274204254,0.2161286324262619,0.859000051021576,0.7380000352859497
75,0.29340824484825134,0.20767930150032043,0.8660000383853912,0.7600000023841857
76,0.2908228635787964,0.2159086912870407,0.8360000312328338,0.7360000014305115
77,0.28958818316459656,0.21364524960517883,0.8560000598430634,0.7540000200271606
78,0.28859859704971313,0.21546897292137146,0.9040000379085541,0.7820000171661377
79,0.28524264693260193,0.21495342254638672,0.9070000410079956,0.7500000238418579
80,0.2907314896583557,0.24439974129199982,0.7870000302791595,0.7139999985694885
81,0.31598401069641113,0.18763427436351776,0.703000009059906,0.6740000247955322
82,0.3084717392921448,0.2261795997619629,0.7060000181198121,0.5899999976158142
83,0.30081260204315186,0.22362466156482697,0.8110000610351562,0.7260000228881835
84,0.2908700108528137,0.2242826223373413,0.7500000238418579,0.6000000059604644
